X,Y,AREANAME,CLASS,ST
-94.6244280624389,37.6412169357695,Arcadia,city,KS
-97.764820340429,37.2653106880065,Argonia,city,KS
-97.0409576896383,37.068849022659,Arkansas City,city,KS
-98.1779636217531,37.8960270644034,Arlington,city,KS
-94.7004605289498,37.542580895369,Arma,city,KS
-99.769259765631,37.1868035599402,Ashland,city,KS
-97.6040298419856,38.6803747540711,Assaria,city,KS
-95.1336469301694,39.56146163602,Atchison,city,KS
-98.9202195050118,39.7657246852146,Athol,city,KS
-96.767408353115,37.4363824794192,Atlanta,city,KS
-98.2262460529233,37.2425031889101,Attica,city,KS
-101.0414015787,39.8104473209206,Atwood,city,KS
-95.8170025501741,38.905691863396,Auburn,city,KS
-96.975571490879,37.6923156317607,Augusta,city,KS
-97.5303961836052,39.4516414060872,Aurora,city,KS
-96.257287373394,39.8719415130934,Axtell,city,KS
-95.1853131803877,38.7765570064104,Baldwin City,city,KS
-98.0443718359127,39.1895338296798,Barnard,city,KS
-96.8730451024139,39.711774093381,Barnes,city,KS
-95.211588592009,37.0550115389714,Bartlett,city,KS
-94.9292978743192,39.127154747243,Basehor,city,KS
-95.4074203071286,37.9067402705487,Bassett,city,KS
-94.7374722758907,37.0210239121456,Baxter Springs,city,KS
-99.6925493078097,38.4459770173422,Bazine,city,KS
-96.417851980156,39.8627305475692,Beattie,city,KS
-97.2685042419832,37.7645625200805,Bel Aire,city,KS
-97.2790767111948,37.3942149324573,Belle Plaine,city,KS
-97.6338623359705,39.8230807071705,Belleville,city,KS
-98.1081602083966,39.465802828249,Beloit,city,KS
-99.0995973538974,37.9509764899406,Belpre,city,KS
-96.1784761591222,39.2166846820328,Belvue,city,KS
-95.7421585050189,37.624747938604,Benedict,city,KS
-97.5942633335541,39.0319729805551,Bennington,city,KS
-97.5158852616689,37.886384723281,Bentley,city,KS
-97.1084015219903,37.7888540036367,Benton,city,KS
-95.9725285556919,39.9627216086361,Bern,city,KS
-97.9760113634844,39.0137786557411,Beverly,city,KS
-101.532107728081,39.7499343747149,Bird City,city,KS
-99.1975360594357,38.5198150551443,Bison,city,KS
-95.0096762864057,38.0892302901465,Blue Mound,city,KS
-96.6600051728834,39.6785223034666,Blue Rapids,city,KS
-97.8753760042521,37.075671567221,Bluff City,city,KS
-99.6882820584609,39.3596480863038,Bogue,city,KS
-94.8817869717677,39.0793076136739,Bonner Springs,city,KS
-101.377886648527,39.3628790407499,Brewster,city,KS
-95.0727310348657,37.8959224591384,Bronson,city,KS
-97.8645104777132,38.7737057100548,Brookville,city,KS
-99.7440538060731,38.6402579534616,Brownell,city,KS
-99.6350012140737,37.5490076663764,Bucklin,city,KS
-95.6969460167598,37.7086547270049,Buffalo,city,KS
-97.7716376156594,38.138158185966,Buhler,city,KS
-98.7011242414471,38.8726012049985,Bunker Hill,city,KS
-96.7553373786599,37.3131596888912,Burden,city,KS
-99.5264565242788,38.1934105874201,Burdett,city,KS
-95.8357186790584,38.7508468774284,Burlingame,city,KS
-95.7439581504568,38.1944152983998,Burlington,city,KS
-96.8879803775476,38.0897658649297,Burns,city,KS
-98.3043124447191,39.8704049852208,Burr Oak,city,KS
-97.6723161847758,38.0225732474209,Burrton,city,KS
-96.2577530838858,38.6426990887153,Bushong,city,KS
-98.3950767823882,38.5128465144315,Bushton,city,KS
-98.8671039904173,37.7878306243945,Byers,city,KS
-97.6090069727498,37.0351767793368,Caldwell,city,KS
-96.6670850444783,37.3173235411973,Cambridge,city,KS
-96.8246665990537,39.0633608291494,Camp Forsyth,CDP,KS
-95.9317993715252,37.0135269533988,Caney,city,KS
-97.4301797466464,38.3861332980713,Canton,city,KS
-95.6924809608745,38.8200923263344,Carbondale,city,KS
-97.2940150472329,38.6867866634555,Carlton,city,KS
-96.6371625804245,38.0387256148664,Cassoday,city,KS
-98.4324663479023,39.5097393596124,Cawker City,city,KS
-98.9403890901571,39.6567111442578,Cedar,city,KS
-96.8220074090922,38.2599229205044,Cedar Point,city,KS
-96.5008660956197,37.1064031312868,Cedar Vale,city,KS
-96.1310793335855,39.7240326921505,Centralia,city,KS
-95.46052497998,37.6710862589768,Chanute,city,KS
-97.0209336541826,38.9717550354528,Chapman,city,KS
-98.348743400225,38.3556829892069,Chase,city,KS
-96.1771040995028,37.0239183941474,Chautauqua,city,KS
-97.7805180589978,37.6278826588462,Cheney,city,KS
-94.8215045325409,37.3449922944256,Cherokee,city,KS
-95.551339544006,37.2680973416731,Cherryvale,city,KS
-95.0935121749283,37.0363755313028,Chetopa,city,KS
-100.346119377168,37.8082065016354,Cimarron,city,KS
-95.8555949314184,39.5089394523149,Circleville,city,KS
-98.537157933765,38.5239310439441,Claflin,city,KS
-97.1231683849393,39.3799203320023,Clay Center,city,KS
-100.176818929375,39.7372475246962,Clayton,city,KS
-97.501591385656,37.505647021872,Clearwater,city,KS
-97.2799874473594,39.5677014809968,Clifton,city,KS
-96.2238337258892,37.7193096856349,Climax,city,KS
-97.4009238245011,39.5917065210654,Clyde,city,KS
-98.8247527754646,37.5109205265502,Coats,city,KS
-95.6323325560168,37.0408691167051,Coffeyville,city,KS
-101.046349736154,39.3876787414208,Colby,city,KS
-99.3372332648079,37.2578804337772,Coldwater,city,KS
-100.118520580525,39.0378385284646,Collyer,city,KS
-95.3624207357792,38.0706683332474,Colony,city,KS
-94.8444730533282,37.1704520918439,Columbus,city,KS
-97.5378739487993,37.7817118087176,Colwich,city,KS
-97.6549411432679,39.5650768552399,Concordia,city,KS
-97.6443329828715,37.3895467029937,Conway Springs,city,KS
-102.007865369642,38.0408771621962,Coolidge,city,KS
-100.628906275805,37.5401980545223,Copeland,city,KS
-96.0289459841559,39.6564183912849,Corning,city,KS
-96.5429035586797,38.3690742978122,Cottonwood Falls,city,KS
-96.4896725884701,38.6606786494983,Council Grove,city,KS
-94.655297761747,39.0159855582955,Countryside,city,KS
-97.8956319666858,39.782802699724,Courtland,city,KS
-95.8956037229699,37.6872434178454,Coyville,city,KS
-97.4571285592452,39.8022221993939,Cuba,city,KS
-98.9054411977153,37.629687253376,Cullison,city,KS
-97.7596292204743,38.968311436718,Culver,city,KS
-98.4323690707488,37.644964817492,Cunningham,city,KS
-99.5841560246601,39.319144936439,Damar,city,KS
-97.89136385383,37.2857609296398,Danville,city,KS
-95.7123633851051,37.0591471152986,Dearing,city,KS
-101.13308194179,37.9814289800365,Deerfield,city,KS
-95.9645434461647,39.2393217613811,Delia,city,KS
-97.7663779734728,39.2747704125301,Delphos,city,KS
-95.6284099360616,39.3932067654535,Denison,city,KS
-95.2700258984981,39.7315680684441,Denton,city,KS
-97.2591958426506,37.5493178285653,Derby,city,KS
-94.9522754368828,38.9736124599311,De Soto,city,KS
-96.7159876146565,37.1793730058984,Dexter,city,KS
-100.466210714141,38.4814947819265,Dighton,city,KS
-100.015812960314,37.7586753188986,Dodge City,city,KS
-98.5905469640578,38.8463549939014,Dorrance,city,KS
-97.0117356299932,37.5178628705723,Douglass,city,KS
-98.5471402696253,39.5033294569787,Downs,city,KS
-100.420074166441,39.6214251677071,Dresden,city,KS
-96.3661170580593,38.5758188696183,Dunlap,city,KS
-97.2272729539122,38.485086167272,Durham,city,KS
-96.5921807194767,38.8438810607308,Dwight,city,KS
-95.4694723001416,37.5873666787443,Earlton,city,KS
-97.2587607109079,37.6847143090466,Eastborough,city,KS
-95.1165425507657,39.3453558216892,Easton,city,KS
-95.013007707721,38.7631420396708,Edgerton,city,KS
-99.8207348438214,39.6266816740262,Edmond,city,KS
-95.3585611101202,37.0585527237784,Edna,city,KS
-94.8188722526278,39.0782980621028,Edwardsville,city,KS
-95.3984457459922,39.5223175251014,Effingham,city,KS
-97.1271192291995,38.054115752495,Elbing,city,KS
-96.8582817747381,37.821117809995,El Dorado,city,KS
-96.280703186627,37.0016089225624,Elgin,city,KS
-95.910237593761,37.2891362874723,Elk City,city,KS
-96.1927536096538,37.3740094666087,Elk Falls,city,KS
-101.894971304529,37.0021965846301,Elkhart,city,KS
-98.5823520922037,38.3562269175422,Ellinwood,city,KS
-99.5592690924591,38.9362116553815,Ellis,city,KS
-98.2283947506109,38.7356331474863,Ellsworth,city,KS
-96.6459768748625,38.3729944488721,Elmdale,city,KS
-95.149458379926,37.7942223775016,Elsmore,city,KS
-94.8792131054533,39.7539272461917,Elwood,city,KS
-96.0563684239148,39.3070921149442,Emmett,city,KS
-96.1933450402248,38.4114309277568,Emporia,city,KS
-99.985798287747,37.0396979037551,Englewood,city,KS
-100.232661378304,37.6536049177914,Ensign,city,KS
-97.116579199789,38.9018322793712,Enterprise,city,KS
-95.2439287644665,37.5685369991475,Erie,city,KS
-98.4337756039793,39.8217422919941,Esbon,city,KS
-96.1047315024884,38.8595724535975,Eskridge,city,KS
-95.099409536434,38.9381550000471,Eudora,city,KS
-96.2887203682529,37.8227378630457,Eureka,city,KS
-95.4252696873966,39.6767433782648,Everest,city,KS
-95.7273696858543,39.8398851066754,Fairview,city,KS
-94.6289379976943,39.0252554544349,Fairway,city,KS
-96.0287478880872,37.6084487888444,Fall River,city,KS
-96.9294129413357,38.2428536571524,Florence,city,KS
-94.8380893167682,38.4258798447003,Fontana,city,KS
-99.7544078627993,37.6370084124266,Ford,city,KS
-97.9938008276302,39.7793547762024,Formoso,city,KS
-96.7713703196888,39.0847586488427,Fort Riley-Camp Whiteside,CDP,KS
-96.8162514836179,39.112069311353,Fort Riley North,CDP,KS
-94.7028424185293,37.8301986831141,Fort Scott,city,KS
-100.196093045003,37.3833076728275,Fowler,city,KS
-96.4179258052522,39.7038102178771,Frankfort,city,KS
-98.26775607128,38.5131089400257,Frederick,city,KS
-95.8242904095599,37.5329618939588,Fredonia,city,KS
-97.8545001593701,37.1986773925447,Freeport,city,KS
-94.6964863984665,37.4561672464275,Frontenac,city,KS
-94.7193580260422,38.009828387636,Fulton,city,KS
-98.9575381774986,38.6414141015555,Galatia,city,KS
-94.6355699482315,37.0750899269065,Galena,city,KS
-95.3558925902536,37.4724152532337,Galesburg,city,KS
-97.5382903421296,38.3821008656236,Galva,city,KS
-100.863281147086,37.9771319733799,Garden City,city,KS
-97.681886071337,37.6611147428036,Garden Plain,city,KS
-94.9261054157872,38.8123034720604,Gardner,city,KS
-99.2449591768494,38.0776036375869,Garfield,city,KS
-95.2388044011471,38.2836605151964,Garnett,city,KS
-95.3449623071048,37.9227426730497,Gas,city,KS
-98.8470326582768,39.6461321466818,Gaylord,city,KS
-100.897240410993,39.4257779800132,Gem,city,KS
-98.1543835141024,38.5167995683552,Geneseo,city,KS
-97.1496770946494,37.1107873316478,Geuda Springs,city,KS
-94.8424407662087,37.5101705351981,Girard,city,KS
-99.3109652298918,39.682582661338,Glade,city,KS
-97.836974679906,39.3607241412665,Glasco,city,KS
-98.3065092481496,39.4997141197929,Glen Elder,city,KS
-97.5769476269846,37.659799051102,Goddard,city,KS
-97.3457611000094,38.2464833198862,Goessel,city,KS
-95.9315619579967,39.6635805057249,Goff,city,KS
-101.709726948173,39.3485727563478,Goodland,city,KS
-99.0239652971515,38.880687699874,Gorham,city,KS
-100.48993331891,38.9596897203345,Gove City,city,KS
-100.469060513086,39.1141245609073,Grainfield,city,KS
-96.7943357873399,39.031981197917,Grandview Plaza,city,KS
-98.8091948938761,38.360838427667,Great Bend,city,KS
-95.1273729109605,38.3674393919502,Greeley,city,KS
-97.0002637526044,39.4302681204411,Green,city,KS
-96.98003178866,39.7267600510465,Greenleaf,city,KS
-99.2921608571164,37.6053694435627,Greensburg,city,KS
-96.448517105863,37.3507715730397,Grenola,city,KS
-95.8837846717882,38.0972901960654,Gridley,city,KS
-100.631074277816,39.1259448206857,Grinnell,city,KS
-97.4268537760129,38.7057914502765,Gypsum,city,KS
-97.3042534834851,39.8553404374676,Haddam,city,KS
-97.5096265308922,38.0010425160129,Halstead,city,KS
-96.1640827966093,37.9811630277366,Hamilton,city,KS
-95.6274542197316,39.9152970232376,Hamlin,city,KS
-96.8767160412432,39.8921162970608,Hanover,city,KS
-99.7125251016546,38.1229543849509,Hanston,city,KS
-98.6487881336068,37.0143289393909,Hardtner,city,KS
-98.0266159710657,37.2852525781768,Harper,city,KS
-95.4387372188909,38.3193991607129,Harris,city,KS
-95.9571567889054,38.3078884115307,Hartford,city,KS
-95.9623985455928,38.7891665151967,Harveyville,city,KS
-95.9415733962375,37.0922913192788,Havana,city,KS
-97.7809571305417,37.9023063454978,Haven,city,KS
-96.0761570163122,39.5114673054012,Havensville,city,KS
-99.1054932615915,37.6177152537189,Haviland,city,KS
-99.3191590523224,38.8782556149215,Hays,city,KS
-97.3495000330628,37.5670500490924,Haysville,city,KS
-98.4016068152465,37.0882602541526,Hazelton,city,KS
-94.9701402608292,37.6619468782693,Hepler,city,KS
-96.945372730032,38.6736247895232,Herington,city,KS
-100.786087330682,39.9084956028403,Herndon,city,KS
-97.4279624607621,38.1398974271698,Hesston,city,KS
-95.5381610223852,39.8525342584023,Hiawatha,city,KS
-95.2656809641577,39.8600415510404,Highland,city,KS
-99.8468994067499,39.366255813316,Hill City,city,KS
-97.2024565242599,38.3513062699739,Hillsboro,city,KS
-98.778443636859,38.518366593625,Hoisington,city,KS
-100.988590049579,37.9901802247137,Holcomb,city,KS
-96.9912331108305,39.9812170768503,Hollenberg,city,KS
-95.7310420913687,39.4704146521199,Holton,city,KS
-98.4120253812741,38.5873524613736,Holyrood,city,KS
-97.075370423854,38.6909550999458,Hope,city,KS
-101.790853187622,38.4766927008473,Horace,city,KS
-95.5326959640477,39.6617256226844,Horton,city,KS
-96.2630202462831,37.4695109571649,Howard,city,KS
-100.439967024721,39.3553368957582,Hoxie,city,KS
-95.7067498874497,39.2496161625308,Hoyt,city,KS
-98.6604850583897,38.1039098454173,Hudson,city,KS
-101.347257782625,37.1763787197165,Hugoton,city,KS
-95.4374406599714,37.8116644171079,Humboldt,city,KS
-97.4072345026121,37.0044977618146,Hunnewell,city,KS
-98.3959515865792,39.2356045239994,Hunter,city,KS
-95.3486564926749,39.6505447707294,Huron,city,KS
-97.9145434645015,38.0655011643668,Hutchinson,city,KS
-95.7141046107922,37.2315907902278,Independence,city,KS
-100.452793892127,37.8279567279136,Ingalls,city,KS
-97.7740863511035,38.2291323477708,Inman,city,KS
-95.401227184164,37.9282113434561,Iola,city,KS
-98.5517350647272,37.4677477654888,Isabel,city,KS
-98.7318095259851,37.7290113794758,Iuka,city,KS
-97.8617599342849,39.6000311095894,Jamestown,city,KS
-100.293918836591,39.6801972024496,Jennings,city,KS
-99.893408348858,38.0831061408881,Jetmore,city,KS
-98.1516187491084,39.6718450772878,Jewell,city,KS
-101.752901157351,37.5696238908376,Johnson City,city,KS
-96.8422659689222,39.0285591871172,Junction City,city,KS
-98.1570365013091,38.7085326257639,Kanopolis,city,KS
-102.037373592612,39.3370625396429,Kanorado,city,KS
-94.7272746563401,39.1184039807546,Kansas City,city,KS
-97.2786142939636,37.7953623578215,Kechi,city,KS
-99.0323227069854,39.7674044598665,Kensington,city,KS
-95.1549403353282,38.0815648055612,Kincaid,city,KS
-98.1138051370647,37.6470247806403,Kingman,city,KS
-99.4115270622168,37.9223848334808,Kinsley,city,KS
-98.4847219114743,37.0175200491493,Kiowa,city,KS
-99.1231434237394,39.6698316009424,Kirwin,city,KS
-100.701007483132,37.2050200581088,Kismet,city,KS
-95.1837935275997,37.2303919147302,Labette,city,KS
-99.3101741540669,38.5317403107827,La Crosse,city,KS
-94.7615825008468,38.3468317499227,La Cygne,city,KS
-95.3022016846387,37.9165350049254,La Harpe,city,KS
-94.7682779451499,39.0404549467183,Lake Quivira,city,KS
-101.258728648297,37.9402024882613,Lakin,city,KS
-95.303653219943,39.5717804347953,Lancaster,city,KS
-95.0810891312302,38.4402749568069,Lane,city,KS
-98.3244958614484,37.8533494571597,Langdon,city,KS
-94.8877059971135,39.2482255489002,Lansing,city,KS
-99.101705753801,38.1831747212491,Larned,city,KS
-96.6417816743805,37.5351948134129,Latham,city,KS
-96.8460587226444,38.7390457377377,Latimer,city,KS
-95.255655442474,38.962852228279,Lawrence,city,KS
-94.9234525220221,39.3245598052295,Leavenworth,city,KS
-94.625435387021,38.9071310246987,Leawood,city,KS
-98.5573891549735,39.8105030702355,Lebanon,city,KS
-95.8566363609753,38.4138541227606,Lebo,city,KS
-95.392255273884,39.0451694956202,Lecompton,city,KS
-97.3027229411795,38.3749004099689,Lehigh,city,KS
-94.7886963551858,38.9635418731073,Lenexa,city,KS
-100.001391909055,39.6109753669165,Lenora,city,KS
-96.783841442945,37.6882636375178,Leon,city,KS
-95.3221586720801,39.7857981767664,Leona,city,KS
-96.8581727942187,39.3634331519851,Leonardville,city,KS
-101.357624899222,38.4830448082093,Leoti,city,KS
-95.6331594506364,38.0861203771796,Le Roy,city,KS
-99.2547289637604,37.937014714092,Lewis,city,KS
-100.935971843997,37.0447466366966,Liberal,city,KS
-95.5980011090699,37.1562111997133,Liberty,city,KS
-99.3203958897299,38.6544688146245,Liebenthal,city,KS
-98.1485030464735,39.0426612798653,Lincoln Center,city,KS
-96.9615341565184,38.4939917623811,Lincolnville,city,KS
-97.6751851055217,38.5742745160015,Lindsborg,city,KS
-97.0866970824622,39.6793818570289,Linn,city,KS
-95.0349176707362,38.9999602775314,Linwood,city,KS
-98.0127479221615,38.3976876025287,Little River,city,KS
-99.5668892287065,39.6612749158868,Logan,city,KS
-95.2425147556294,38.0797504188052,Lone Elm,city,KS
-97.328437212105,39.1725695997139,Longford,city,KS
-99.5332841474575,39.9462642657868,Long Island,city,KS
-96.0828321197999,37.3774995462735,Longton,city,KS
-98.3174675246077,38.5696230472618,Lorraine,city,KS
-96.9652253490201,38.5664954290839,Lost Springs,city,KS
-94.6831347565843,38.6237799034868,Louisburg,city,KS
-96.3153840173829,39.2508731846169,Louisville,city,KS
-98.5388239171888,39.0575128337416,Lucas,city,KS
-98.6927434145098,39.1150228692956,Luray,city,KS
-95.6853522828821,38.6102339145105,Lyndon,city,KS
-98.2024999273964,38.3459693736594,Lyons,city,KS
-99.5692982301491,38.582329798312,McCracken,city,KS
-95.0193344842297,37.3539119309205,McCune,city,KS
-101.370730131894,39.7851968683041,McDonald,city,KS
-96.2382998423941,39.0545345677884,McFarland,city,KS
-98.9686746393601,37.9572163424349,Macksville,city,KS
-95.208709960511,39.19530498386,McLouth,city,KS
-97.6621777034869,38.3719231985431,McPherson,city,KS
-96.1372525034976,38.1330146208821,Madison,city,KS
-97.3530483992614,39.9882396329874,Mahaska,city,KS
-97.4644721551422,37.7731120686719,Maize,city,KS
-97.3207296469755,39.0916437972477,Manchester,city,KS
-96.5902619650516,39.1900969340492,Manhattan,city,KS
-98.2079618371308,39.7874450537486,Mankato,city,KS
-101.883147620561,37.524216070282,Manter,city,KS
-96.0270700541052,39.0861802813319,Maple Hill,city,KS
-94.8827611322139,38.0155890336268,Mapleton,city,KS
-97.0160375214222,38.3489529740513,Marion,city,KS
-97.834361663823,38.5538136670519,Marquette,city,KS
-96.642570615629,39.8466597895284,Marysville,city,KS
-96.5637367517491,38.1586726178635,Matfield Green,city,KS
-95.721926561655,39.3387531679772,Mayetta,city,KS
-97.5457865046253,37.2623585598174,Mayfield,city,KS
-100.337989340287,37.2850439810523,Meade,city,KS
-98.5806650878403,37.2860097204011,Medicine Lodge,city,KS
-95.6383329098936,38.5074460675252,Melvern,city,KS
-100.724339946373,39.3561171829137,Menlo,city,KS
-95.5666355653867,39.1900464987191,Meriden,city,KS
-94.691991799251,39.0192054643109,Merriam,city,KS
-97.6733753009315,37.2580871167437,Milan,city,KS
-95.1740534876368,38.0248059306834,Mildred,city,KS
-96.9125679855611,39.1742965554622,Milford,city,KS
-97.4531897137933,39.3506587127392,Miltonvale,city,KS
-97.7023697430586,39.1247313371794,Minneapolis,city,KS
-100.01304923814,37.4427484639669,Minneola,city,KS
-94.6569347911977,39.0267053981578,Mission,city,KS
-94.6166086666832,39.013555643898,Mission Hills,city,KS
-94.6130035315173,39.0331883561597,Mission Woods,city,KS
-96.3020863925152,37.3637690562073,Moline,city,KS
-100.442176890383,37.5964750439301,Montezuma,city,KS
-95.1707186166138,37.9161683458083,Moran,city,KS
-97.2033716864304,39.4661827430931,Morganville,city,KS
-100.074821252002,39.3488284669485,Morland,city,KS
-95.6945196184309,39.929124307607,Morrill,city,KS
-97.1723515196403,39.8448704370828,Morrowville,city,KS
-101.206778695824,37.325491815589,Moscow,city,KS
-94.8226522712561,38.1437859487817,Mound City,city,KS
-97.5159205066231,38.2017634551581,Moundridge,city,KS
-95.4042233425386,37.2072208350726,Mound Valley,city,KS
-97.6645577933946,37.8683653343547,Mount Hope,city,KS
-94.6234077962643,37.5559557547977,Mulberry,city,KS
-99.4749631922991,37.5880345392271,Mullinville,city,KS
-97.2410233874014,37.4807425416022,Mulvane,city,KS
-97.5387020337491,39.9124781298224,Munden,city,KS
-95.5207311791157,39.5533253952961,Muscotah,city,KS
-97.4273516734317,39.9602296576656,Narka,city,KS
-98.4226940910209,37.4385926463308,Nashville,city,KS
-99.0248321498063,39.189054837154,Natoma,city,KS
-95.6811851246594,37.4235123934562,Neodesha,city,KS
-95.5554576326934,38.0058763172609,Neosho Falls,city,KS
-95.991901515072,38.3687166752513,Neosho Rapids,city,KS
-99.9060295096016,38.4534257150297,Ness City,city,KS
-95.7187536904671,39.6032385826311,Netawaka,city,KS
-95.9347492572502,37.5677293555671,New Albany,city,KS
-97.5057359027265,38.8796391157557,New Cambria,city,KS
-95.7415713558803,38.2613597206412,New Strawn,city,KS
-97.342223212782,38.0443982575015,Newton,city,KS
-98.0870637304292,38.1477261707391,Nickerson,city,KS
-96.0142302840308,37.0673411967663,Niotaze,city,KS
-100.188410934029,39.8345929478335,Norcatur,city,KS
-97.3463559916706,38.0738651159088,North Newton,city,KS
-99.8922332243579,39.8355477462449,Norton,city,KS
-95.331392501289,39.415941233795,Nortonville,city,KS
-97.8458321472126,37.4567492918509,Norwich,city,KS
-97.3436398432085,39.2464656225396,Oak Hill,city,KS
-97.2991132943868,37.6067662040855,Oaklawn-Sunview,CDP,KS
-100.854504652072,39.1258508283764,Oakley,city,KS
-100.530845343172,39.8232381057981,Oberlin,city,KS
-99.5608926273503,37.8908708697214,Offerle,city,KS
-96.7074967411396,39.1118745073106,Ogden,city,KS
-96.5988965010901,39.9628822732914,Oketo,city,KS
-94.8147385350856,38.8868568263322,Olathe,city,KS
-95.7522666307226,38.4810137904701,Olivet,city,KS
-98.9373866082294,38.5164603363978,Olmitz,city,KS
-96.167358273568,38.2620694489364,Olpe,city,KS
-96.61571875857,39.4320481260377,Olsburg,city,KS
-96.1705574468772,39.4893817296292,Onaga,city,KS
-95.9400693222421,39.8679937736953,Oneida,city,KS
-95.8211450535679,38.6328921941166,Osage City,city,KS
-94.9513008869749,38.50250684192,Osawatomie,city,KS
-98.6986397221956,39.4394494996449,Osborne,city,KS
-95.3138008210959,39.2158492117733,Oskaloosa,city,KS
-95.1120913907273,37.167704179279,Oswego,city,KS
-99.0534370041744,38.5349336913239,Otis,city,KS
-95.2665145206847,38.6091384133982,Ottawa,city,KS
-95.5572022209555,38.7799691295985,Overbrook,city,KS
-94.685152029246,38.9145988804153,Overland Park,city,KS
-97.1698255515719,37.2748410306193,Oxford,city,KS
-95.4675286685666,39.2358463779308,Ozawkie,city,KS
-99.5645487602176,39.2539561628812,Palco,city,KS
-97.1396121883168,39.6337346040544,Palmer,city,KS
-94.866483091204,38.5769991123569,Paola,city,KS
-98.917926967533,39.114564078007,Paradise,city,KS
-100.362072164537,39.1122990332786,Park,city,KS
-97.3222288145117,37.7959762747004,Park City,city,KS
-94.9907955475404,38.3288754593159,Parker,city,KS
-96.6627291394215,38.7638670962635,Parkerville,city,KS
-95.2681296293901,37.3390787135224,Parsons,city,KS
-98.0942063162859,37.967376736373,Partridge,city,KS
-98.9826147135361,38.2652833308995,Pawnee Rock,city,KS
-96.167380623035,39.0694087806471,Paxico,city,KS
-97.1071715880757,38.1687931674487,Peabody,city,KS
-98.3200840549504,37.7158468383529,Penalosa,city,KS
-95.3876350385472,39.0731792473773,Perry,city,KS
-96.0962779653182,37.0812993979963,Peru,city,KS
-99.3223091808426,39.7514186222654,Phillipsburg,city,KS
-94.6998016800316,37.4135667337778,Pittsburg,city,KS
-100.590327216961,37.2636636336416,Plains City,city,KS
-99.3017229520223,39.2341610899897,Plainville,city,KS
-94.7132470354737,38.1752396758573,Pleasanton,city,KS
-98.3094608056834,37.9711370474098,Plevna,city,KS
-95.4520527316821,38.6109932485909,Pomona,city,KS
-98.6913856740849,39.5632598247185,Portis,city,KS
-97.0190343135079,37.9388984576948,Potwin,city,KS
-95.6336532947206,39.7620874089369,Powhattan,city,KS
-99.5733241254109,39.8317372934433,Prairie View,city,KS
-94.636134161496,38.9867059909179,Prairie Village,city,KS
-98.7362818125735,37.6466811384301,Pratt,city,KS
-94.6963397346959,38.0630638617802,Prescott,city,KS
-98.5558523014281,37.7579892419045,Preston,city,KS
-98.0200698165044,37.780244595865,Pretty Prairie,city,KS
-95.2727499446855,38.4886289558662,Princeton,city,KS
-99.480741252393,37.2001846068503,Protection,city,KS
-95.5265628575168,38.5804128732042,Quenemo,city,KS
-100.234086693579,39.0665760816684,Quinter,city,KS
-98.8942308376792,38.1736997206349,Radium,city,KS
-97.0639010427587,38.597468321168,Ramona,city,KS
-98.0454342854407,39.641651039265,Randall,city,KS
-96.7595590496657,39.4300548386376,Randolph,city,KS
-99.9323908982444,38.6363632657013,Ransom,city,KS
-95.1004221303573,38.5485424551842,Rantoul,city,KS
-98.4148784002992,38.278464699298,Raymond,city,KS
-95.9577652330475,38.5191029751413,Reading,city,KS
-94.8821991005057,37.8363013391428,Redfield,city,KS
-97.8247077577209,39.9236592890992,Republic,city,KS
-95.5656904573758,39.9772937332756,Reserve,city,KS
-100.743975865028,39.4705120870117,Rexford,city,KS
-101.783679200157,37.2657380922627,Richfield,city,KS
-95.2542089962526,38.401231768523,Richmond,city,KS
-96.8286549500564,39.2982423765334,Riley,city,KS
-95.4112149459029,39.8147770412083,Robinson,city,KS
-94.6377232301898,39.0358552865166,Roeland Park,city,KS
-101.631041002725,37.1193671476009,Rolla,city,KS
-97.1323892233468,37.5662262862101,Rose Hill,city,KS
-94.8514956720266,37.2794242409341,Roseland,city,KS
-95.9499743729759,39.1359766001267,Rossville,city,KS
-99.4024443164162,38.1958706000749,Rozel,city,KS
-99.3109030539357,38.464881425146,Rush Center,city,KS
-98.853846427062,38.8879314594932,Russell,city,KS
-101.175928838599,38.9123067086379,Russell Springs,city,KS
-95.7947696570012,39.9030971079516,Sabetha,city,KS
-101.800717630438,39.7713898846463,St. Francis,city,KS
-96.4175322688908,39.1900850562081,St. George,city,KS
-98.7610455739152,38.0010298660781,St. John,city,KS
-96.0655786472547,39.1939753186573,St. Marys,city,KS
-95.1750950647057,37.5173944219419,St. Paul,city,KS
-97.6180750313503,38.8157910705651,Salina,city,KS
-100.988386720181,37.4358925750457,Satanta,city,KS
-95.1419376445774,37.7491732218486,Savonburg,city,KS
-98.6830517405275,37.4977474682989,Sawyer,city,KS
-94.8222880083107,37.2783198073857,Scammon,city,KS
-97.7837729684463,39.7972116374309,Scandia,city,KS
-99.3307609536314,38.7132445764438,Schoenchen,city,KS
-100.908826308489,38.4798102150593,Scott City,city,KS
-97.9523558725911,39.5430570552105,Scottsville,city,KS
-95.7410473254368,38.7779340855066,Scranton,city,KS
-96.1849633672987,37.1274209806761,Sedan,city,KS
-97.4264638204565,37.917774732345,Sedgwick,city,KS
-100.567064835399,39.5411949548366,Selden,city,KS
-96.0660548017436,39.8356933432834,Seneca,city,KS
-95.2491018400001,39.7668606289461,Severance,city,KS
-96.2276128623834,37.6215915646418,Severy,city,KS
-98.7941533146957,38.1775934904653,Seward,city,KS
